stid,station_name,lat,lon,elev,begints,iem_network
DVK,Danville,37.57792,-84.76969,311.5,3/31/08 23:14,KY_ASOS
EKX,Elizabethtown,37.686,-85.925,232.35463,11/11/16 8:15,KY_ASOS
SYM,Fleming,38.215,-83.5874,328.18155,2/28/14 11:30,KY_ASOS
FGX,Flemingsburg ,38.5418,-83.7434,274.01697,3/8/14 15:35,KY_ASOS
HOP,FORT CAMPBELL (AAF),36.66857,-87.49618,174,6/1/50 7:00,KY_ASOS
FTK,FORT KNOX/GODMAN,37.90706,-85.97211,230,12/31/47 23:00,KY_ASOS
27K,Georgetown,38.2344,-84.4347,285.67224,12/7/17 9:15,KY_ASOS
GLW,GLASGOW MUNI,37.03178,-85.95375,218,11/1/04 0:14,KY_ASOS
M21,Greenville,37.2262,-87.1564,125.56613,4/16/16 21:35,KY_ASOS
KY8,Hancock,37.953,-86.8592,120.59273,3/9/17 11:35,KY_ASOS
I35,Harlan Tucker Memorial,36.8593,-83.3585,465.73215,10/23/11 17:15,KY_ASOS
EHR,HENDERSON CITY,37.80783,-87.68569,117,11/1/92 0:00,KY_ASOS
JKL,JACKSON/J. CARROLL,37.59139,-83.31444,421,2/1/73 5:00,KY_ASOS
6I2,Lebanon - Springfield,37.6352,-85.2418,256.4838,3/6/15 8:30,KY_ASOS
LEX,LEXINGTON/BLUEGRASS,38.0408,-84.6058,301,1/1/48 5:00,KY_ASOS
LOZ,LONDON-CORBIN ARPT,37.087,-84.077,369,10/31/54 23:00,KY_ASOS
LOU,LOUISVILLE/BOWMAN,38.228,-85.66372,167,12/31/72 23:00,KY_ASOS
SDF,LOUISVILLE/STANDIFO,38.17439,-85.736,149,1/1/48 5:00,KY_ASOS
2I0,Madisonville,37.3559,-87.3982,134,10/23/11 17:15,KY_ASOS
5M9,Marion,37.3363,-88.1097,191.3158,10/23/13 9:15,KY_ASOS
M25,Mayfield,36.7691,-88.5847,153.77827,10/23/13 9:15,KY_ASOS
1A6,MIDDLESBORO-BELL,36.61064,-83.73742,352,6/1/05 0:18,KY_ASOS
EKQ,Monticello,36.85528,-84.85614,293.5,3/1/06 2:56,KY_ASOS
IOB,Mount Sterling,38.0575,-83.9829,306.06656,6/1/12 7:55,KY_ASOS
CEY,Murray,36.6646,-88.3728,173,9/1/49 2:00,KY_ASOS
OWB,OWENSBORO/DAVIESS,37.73883,-87.16683,124,1/1/73 6:00,KY_ASOS
PAH,PADUCAH/BARKLEY,37.0563,-88.7744,120,9/1/49 2:00,KY_ASOS
PBX,Pikeville,37.5587,-82.5674,445.9922,9/24/14 9:20,KY_ASOS
K22,Prestonsburg,37.751,-82.6367,363.94977,6/1/12 7:55,KY_ASOS
I39,Richmond,37.6308,-84.3323,309,12/28/10 13:16,KY_ASOS
RGA,Richmond,37.6315,-84.3324,295.15964,,KY_ASOS
SME,SOMERSET(AWOS),37.05358,-84.61564,283,8/31/92 23:00,KY_ASOS
AAS,Taylor County,37.3569,-85.3151,269.40887,7/20/18 14:35,KY_ASOS
BYL,Williamsburg,36.795,-84.1995,353.96262,12/10/15 20:35,KY_ASOS
3AU,Augusta,37.6716,-97.0779,405.83893,3/16/15 12:35,KS_ASOS
1K1,Benton,37.7744,-97.1132,413.555,10/24/14 19:55,KS_ASOS
UKL,Burlington,38.30248,-95.72496,357.5,3/31/05 0:10,KS_ASOS
CNU,CHANUTE,37.67028,-95.48417,305,1/1/48 1:00,KS_ASOS
CFV,COFFEYVILLE,37.09405,-95.57189,226,6/30/96 19:52,KS_ASOS
CBK,COLBY           ,39.42744,-101.04661,971,1/1/70 3:00,KS_ASOS
3K8,Coldwater,37.2281,-99.3309,638.7335,,KS_ASOS
CNK,CONCORDIA,39.55,-97.65,452,1/1/63 0:00,KS_ASOS
DDC,DODGE_CITY,37.76312,-99.96542,790,1/1/48 6:00,KS_ASOS
EQA,El Dorado ,37.7741,-96.8176,422.5155,7/19/14 8:15,KS_ASOS
EHA,ELKHART,37.00078,-101.88003,1099,6/1/92 0:00,KS_ASOS
EMP,EMPORIA,38.33056,-96.18972,368,1/1/73 0:00,KS_ASOS
13K,Eureka,37.8519,-96.2929,365.09073,11/29/18 8:15,KS_ASOS
FLV,FORT LEAVENWORTH,39.36833,-94.91469,235,10/1/72 7:00,KS_ASOS
FRI,Fort Riley,39.05264,-96.76449,324.6,1/1/48 0:00,KS_ASOS
FSK,Fort Scott,37.79836,-94.76936,279.8,,KS_ASOS
GCK,GARDEN_CITY,37.92753,-100.72442,881,1/1/73 0:00,KS_ASOS
GLD,GOODLAND,39.36722,-101.69333,1111,1/1/48 13:00,KS_ASOS
GBD,GREAT_BEND,38.34425,-98.85919,575,6/30/91 19:00,KS_ASOS
HYS,HAYS_MUNI,38.84222,-99.27317,609,8/1/81 10:00,KS_ASOS
HLC,HILL_CITY,39.37556,-99.82972,678,1/1/73 0:00,KS_ASOS
HQG,Hugoton,37.1631,-101.3705,956.5196,10/30/15 12:15,KS_ASOS
HUT,HUTCHINSON,38.0655,-97.86064,470,1/1/73 0:00,KS_ASOS
IDP,Independence,37.15836,-95.77839,251,6/4/10 9:10,KS_ASOS
K88,Iola,37.8682,-95.3869,306.19186,11/19/15 7:55,KS_ASOS
JHN,Johnson,37.5782,-101.7304,1012.7145,11/4/15 19:55,KS_ASOS
LWC,Lawrence,39.00768,-95.21148,253.47006,6/30/96 19:54,KS_ASOS
LBL,LIBERAL_MUNI,37.04422,-100.95986,879,12/31/72 19:00,KS_ASOS
LYO,Lyons,38.34025,-98.22856,518.2949,8/16/18 9:55,KS_ASOS
MHK,MANHATTAN,39.13528,-96.67778,322,12/31/72 18:00,KS_ASOS
MYZ,Marysville,39.8553,-96.6306,393.16907,4/24/14 8:15,KS_ASOS
IAB,MCCONNELL_AFB,37.623,-97.26733,418,1/1/48 0:00,KS_ASOS
P28,MEDICINE_LODGE,37.28389,-98.55278,468,3/31/78 18:00,KS_ASOS
EWK,NEWTON,38.05823,-97.27452,467,4/30/92 19:00,KS_ASOS
NRN,NORTON          ,39.85041,-99.89467,720,1/1/49 0:00,KS_ASOS
OEL,Oakley,39.1017,-100.8166,919.16284,5/3/19 8:55,KS_ASOS
OIN,OBERLIN         ,39.83392,-100.53933,824,12/31/72 18:00,KS_ASOS
IXD,Olathe,38.83092,-94.89031,343,1/1/48 8:00,KS_ASOS
OJC,OLATHE (OJC),38.85,-94.73917,334,1/1/73 7:00,KS_ASOS
OWI,Ottawa,38.5409,-95.2542,292.66013,9/13/16 20:55,KS_ASOS
PPF,PARSONS,37.32778,-95.50417,274,6/30/96 19:52,KS_ASOS
PHG,PHILLIPSBURG    ,39.7358,-99.3171,581,1/1/49 0:00,KS_ASOS
PTS,Pittsburg,37.44947,-94.73114,289.6,2/23/10 0:10,KS_ASOS
PTT,Pratt,37.70161,-98.74687,595,12/31/03 0:10,KS_ASOS
RSL,RUSSELL,38.87212,-98.81177,568,1/1/50 6:00,KS_ASOS
SLN,SALINA,38.79097,-97.65217,388,1/1/48 0:00,KS_ASOS
TQK,Scott City,38.4782,-100.8822,906.70844,4/29/19 22:15,KS_ASOS
SYF,St Francis,39.76106,-101.79592,1037.3542,1/1/70 3:00,KS_ASOS
19S,Sublette,37.4969,-100.8329,892.56555,3/17/17 11:15,KS_ASOS
3K3,Syracuse,37.9917,-101.7463,1005.6978,10/30/15 12:15,KS_ASOS
FOE,TOPEKA (FOE),38.95094,-95.66361,329,1/1/47 0:00,KS_ASOS
TOP,TOPEKA (TOP),39.07,-95.62,270,1/1/48 6:00,KS_ASOS
ULS,Ulysses ,37.604,-101.3736,930.42865,8/10/18 11:55,KS_ASOS
ICT,WICHITA,37.65,-97.43,408,1/1/54 6:00,KS_ASOS
AAO,WICHITA (AAO),37.75,-97.22,433,8/31/98 19:54,KS_ASOS
BEC,Wichita Beech Factory,37.6945,-97.215,424.67108,4/26/17 13:15,KS_ASOS
WLD,WINFIELD,37.16806,-97.03694,351,7/31/96 19:54,KS_ASOS
AMW,Ames,41.99044,-93.61852,280,9/30/96 0:53,IA_ASOS
BRL,BURLINGTON,40.77293,-91.12549,213,1/1/48 0:00,IA_ASOS
CID,CEDAR RAPIDS,41.8829,-91.72459,265,12/31/72 18:00,IA_ASOS
DSM,DES MOINES,41.53395,-93.65311,294,1/1/36 1:00,IA_ASOS
DBQ,DUBUQUE,42.39835,-90.70914,329,2/1/51 6:00,IA_ASOS
EST,ESTHERVILLE,43.40085,-94.74764,401,6/30/87 8:00,IA_ASOS
IOW,IOWA CITY,41.63939,-91.54454,204,7/1/96 2:53,IA_ASOS
LWD,LAMONI,40.63064,-93.90047,333,1/1/73 2:00,IA_ASOS
MIW,MARSHALLTOWN,42.11061,-92.91632,297,9/30/96 0:53,IA_ASOS
MCW,MASON CITY,43.15438,-93.3261,370,1/1/48 6:00,IA_ASOS
OTM,OTTUMWA,41.10079,-92.44459,258,1/1/47 6:00,IA_ASOS
DVN,QUAD CITIES,41.61333,-90.59483,229,7/1/96 4:54,IA_ASOS
SUX,SIOUX CITY,42.39168,-96.37948,336,1/1/48 6:00,IA_ASOS
SPW,SPENCER,43.16822,-95.21009,403,7/31/96 6:50,IA_ASOS
ALO,Waterloo,42.55437,-92.40129,268,1/1/49 7:00,IA_ASOS
ALN,ALTON/ST LOUIS R,38.88992,-90.04599,166,12/31/72 18:00,IL_ASOS
BMI,BLOOMINGTON/NORM,40.47711,-88.91592,267,4/2/76 9:00,IL_ASOS
CPS,CAHOKIA/ST LOUIS,38.57073,-90.15622,126,12/19/78 17:48,IL_ASOS
CIR,Cairo,37.0647,-89.2196,97.8,9/4/04 11:05,IL_ASOS
MDH,CARBONDALE/MURPH,37.78,-89.25,130,1/1/73 7:00,IL_ASOS
CUL,Carmi,38.08948,-88.12306,118,7/13/04 6:06,IL_ASOS
ENL,CENTRALIA,38.51508,-89.09114,163,12/31/01 18:00,IL_ASOS
CMI,CHAMPAIGN/URBANA,40.03883,-88.27781,228,12/31/72 18:00,IL_ASOS
MDW,CHICAGO,41.78597,-87.75242,188,12/31/56 18:00,IL_ASOS
ARR,CHICAGO/AURORA,41.77,-88.48,215,11/3/83 17:00,IL_ASOS
DPA,CHICAGO/DUPAGE,41.90778,-88.24861,231,12/31/72 18:00,IL_ASOS
IGQ,CHICAGO/LANSING,41.53492,-87.52953,188,5/31/03 19:00,IL_ASOS
CGX,CHICAGO/MEIGS,41.8588,-87.6079,181,12/31/72 18:00,IL_ASOS
ORD,CHICAGO O HARE,41.98754,-87.93193,200,10/1/46 0:00,IL_ASOS
06C,Chicago - Schaumburg ,41.9893,-88.1012,243.48485,8/10/18 11:55,IL_ASOS
DNV,DANVILLE,40.1997,-87.59552,212,12/31/72 18:00,IL_ASOS
DEC,DECATUR,39.83456,-88.86569,207,1/1/73 7:00,IL_ASOS
DKB,DE KALB,41.93383,-88.70569,279,12/31/72 18:00,IL_ASOS
1H2,EFFINGHAM,39.07045,-88.53352,179,5/31/03 19:00,IL_ASOS
FWC,FAIRFIELD,38.37863,-88.41265,133,12/31/01 18:00,IL_ASOS
FOA,FLORA,38.66499,-88.45311,144,12/31/01 18:00,IL_ASOS
FEP,FREEPORT,42.24616,-89.58199,262,5/31/03 19:00,IL_ASOS
GBG,GALESBURG,40.938,-90.43114,245,2/28/82 8:00,IL_ASOS
HSB,HARRISBURG,37.81126,-88.55026,121,12/31/01 18:00,IL_ASOS
IJX,JACKSONVILLE,39.77461,-90.23827,190,7/31/01 0:03,IL_ASOS
JOT,JOLIET,41.51769,-88.17561,177,4/12/01 7:00,IL_ASOS
IKK,KANKAKEE,41.07139,-87.84628,192,5/31/03 19:00,IL_ASOS
C75,LACON,41.01929,-89.38642,173,5/31/03 19:00,IL_ASOS
LWV,LAWRENCEVILLE,38.76428,-87.6055,131,9/30/96 19:53,IL_ASOS
AAA,Lincoln,40.15869,-89.33503,182,9/6/01 10:05,IL_ASOS
3LF,Litchfield,39.16249,-89.67464,210,9/21/04 6:05,IL_ASOS
MQB,MACOMB MUNI,40.52,-90.65,215,8/9/01 12:20,IL_ASOS
MWA,MARION REGIONAL,37.75497,-89.01108,144,1/16/76 7:00,IL_ASOS
MTO,MATTOON/CHARLEST,39.47794,-88.27924,214,1/3/73 11:00,IL_ASOS
M30,Metropolis  IL,37.18589,-88.75061,384,8/3/04 6:05,IL_ASOS
MLI,Moline,41.44853,-90.50754,181,7/8/29 20:00,IL_ASOS
C09,MORRIS-WASHBURN,41.42528,-88.41861,178,5/31/03 19:00,IL_ASOS
AJG,Mount Carmel,38.60655,-87.72669,131,8/3/04 16:25,IL_ASOS
I63,Mount Sterling,39.9875,-90.8042,219.73824,6/28/15 15:15,IL_ASOS
MVN,MOUNT VERNON,38.32333,-88.85833,146,1/1/73 10:00,IL_ASOS
OLY,OLNEY-NOBLE,38.72183,-88.17643,147,7/31/01 0:05,IL_ASOS
PWK,PALWAUKEE,42.12083,-87.90472,203,8/7/95 13:10,IL_ASOS
PRG,PARIS,39.7,-87.67,199,7/31/01 0:07,IL_ASOS
PIA,PEORIA,40.6675,-89.6839,205,12/31/56 18:00,IL_ASOS
VYS,PERU,41.35187,-89.15308,199,7/31/01 0:06,IL_ASOS
PPQ,PITTSFIELD,39.63886,-90.77843,216,7/31/01 0:05,IL_ASOS
PNT,PONTIAC,40.92444,-88.62394,201,8/31/01 8:28,IL_ASOS
UIN,QUINCY,39.94285,-91.19458,234,12/1/48 6:00,IL_ASOS
TIP,RANTOUL         ,40.29356,-88.14239,225,9/30/01 0:09,IL_ASOS
RSV,Robinson,39.01604,-87.64978,141,11/30/03 0:05,IL_ASOS
RPJ,Rochelle,41.893,-89.07829,238,11/30/01 0:07,IL_ASOS
RFD,ROCKFORD,42.1927,-89.093,221,11/1/58 0:00,IL_ASOS
LOT,ROMEOVILLE/CHI,41.60811,-88.09619,205,3/28/00 18:50,IL_ASOS
SLO,SALEM/LECKRONE,38.64287,-88.96419,175,5/19/80 14:00,IL_ASOS
SFY,Savanna,42.04583,-90.10794,188,1/31/04 0:05,IL_ASOS
BLV,SCOTT AFB/BELLEV,38.54517,-89.83519,138,1/1/38 1:00,IL_ASOS
SAR,SPARTA,38.15,-89.7,164,7/31/01 0:06,IL_ASOS
SPI,SPRINGFIELD,39.8447,-89.6839,181,12/31/56 18:00,IL_ASOS
SQI,STERLING ROCKFAL,41.74283,-89.67631,197,8/1/91 4:00,IL_ASOS
TAZ,TAYLORVILLE,39.53417,-89.32778,190,9/30/01 5:46,IL_ASOS
UGN,WAUKEGAN,42.42216,-87.86791,222,5/1/89 6:00,IL_ASOS
1U7,Bear Lake County,42.2497,-111.3416,1807.0803,1/9/19 11:55,ID_ASOS
BOI,BOISE MUNICIPAL,43.56667,-116.24056,874,1/1/48 7:00,ID_ASOS
65S,Bonners Ferry,48.726,-116.2952,711,1/31/11 14:55,ID_ASOS
BYI,BURLEY MUNICIPAL,42.5426,-113.77154,1265,1/1/48 3:00,ID_ASOS
EUL,CALDWELL,43.64186,-116.63578,740,7/1/92 1:00,ID_ASOS
LLJ,CHALLIS (AMOS),44.52278,-114.215,1546,7/1/83 4:00,ID_ASOS
COE,COEUR D ALENE(AWOS),47.77431,-116.81958,707,1/1/48 2:00,ID_ASOS
DIJ,Driggs,43.74193,-111.09786,1898,3/1/06 2:56,ID_ASOS
P69,ELK CITY (RAMOS),46.14417,-115.59639,1249,10/1/83 1:00,ID_ASOS
GIC,Grangeville,45.94256,-116.12342,1010,4/18/11 13:16,ID_ASOS
SUN,HAILEY/FRIEDMAN MEM,43.50378,-114.29555,1620,1/1/73 11:00,ID_ASOS
IDA,IDAHO FALLS/FANNING,43.51372,-112.07075,1445,1/1/48 1:00,ID_ASOS
JER,JEROME COUNTY AIRPORT,42.72669,-114.45664,1222,3/1/98 1:53,ID_ASOS
LWS,LEWISTON (AMOS),46.3745,-117.01539,438,1/1/48 8:00,ID_ASOS
MLD,MALAD CITY,42.16659,-112.29663,1373,1/1/48 1:00,ID_ASOS
77M,MALTA,42.316,-113.334,1375,3/1/85 6:00,ID_ASOS
MYL,MC CALL,44.88889,-116.10167,1531,12/1/83 1:00,ID_ASOS
MUO,MOUNTAIN HOME AFB,43.0436,-115.87243,913,5/1/49 2:00,ID_ASOS
MLP,MULLAN PASS VOR,47.45417,-115.66972,1837,1/1/48 2:00,ID_ASOS
MAN,Nampa Mun,43.5813,-116.5231,771,5/26/10 10:15,ID_ASOS
PIH,POCATELLO MUNICIPAL,42.90981,-112.59592,1365,1/1/48 7:00,ID_ASOS
RXE,REXBURG-MADISON COUNTY AIRPORT,43.83391,-111.8051,1481,9/1/98 1:53,ID_ASOS
SMN,SALMON/LEMHI (AWOS),45.12378,-113.88133,1233,2/1/73 12:00,ID_ASOS
SZT,SANDPOINT,48.29944,-116.56,648,8/1/03 2:10,ID_ASOS
U78,SODA SPRINGS/TIGERT,42.64159,-111.57994,1780,3/1/84 13:00,ID_ASOS
S14,SPENCER,44.35,-112.18333,1800,7/1/96 14:30,ID_ASOS
SNT,Stanley Ranger Station,44.17079,-114.92686,1979.9354,4/1/98 1:51,ID_ASOS
TWF,TWIN FALLS/JOSLIN,42.48181,-114.48775,1265,1/1/73 7:00,ID_ASOS
ABY,ALBANY MUNICIPAL,31.53552,-84.19447,59,1/1/48 0:00,GA_ASOS
AMG,ALMA/BACON CO.,31.53606,-82.50656,61,12/31/48 23:00,GA_ASOS
ACJ,Americus,32.11081,-84.18886,143,7/18/11 11:15,GA_ASOS
AHN,ATHENS MUNICIPAL,33.9486,-83.32635,247,9/1/55 0:00,GA_ASOS
PDK,ATLANTA/DEKALB,33.87561,-84.30197,305,8/1/81 10:00,GA_ASOS
FTY,ATLANTA/FULTON CO.,33.78,-84.52,256,12/31/72 23:00,GA_ASOS
ATL,ATLANTA INTL ARPT,33.6301,-84.4418,315,12/31/47 23:00,GA_ASOS
DNL,AUGUSTA,33.46687,-82.0382,130,7/1/96 2:54,GA_ASOS
AGS,AUGUSTA/BUSH FIELD,33.36994,-81.9645,45,12/31/47 23:00,GA_ASOS
BGE,BAINBRIDGE/DECATUR COUNTY INDUS,30.9716,-84.63693,43,6/30/02 23:00,GA_ASOS
BHC,Baxley,31.7138,-82.3938,64.042046,1/18/14 11:55,GA_ASOS
DZJ,Blairsville,34.85443,-83.99733,582,10/31/08 23:03,GA_ASOS
BIJ,BLAKELY,31.39751,-84.8948,65,1/31/06 23:20,GA_ASOS
BQK,BRUNSWICK/GLYNCO,31.25881,-81.4665,8,12/31/72 23:00,GA_ASOS
SSI,BRUNSWICK/MALCOLM,31.15222,-81.39083,6,11/30/48 23:00,GA_ASOS
6A1,Butler,32.5674,-84.2507,203,10/23/11 17:15,GA_ASOS
CZL,Calhoun,34.4554,-84.9392,193.82632,4/9/15 19:55,GA_ASOS
CXU,Camilla,31.2132,-84.2352,51.806652,4/2/15 10:55,GA_ASOS
18A,Canon,34.3404,-83.1308,258.54953,4/7/15 22:55,GA_ASOS
47A,CANTON/CHEROKEE_CNTY_ARPT,34.31056,-84.42389,372,3/31/04 23:00,GA_ASOS
CTJ,Carrollton,33.6317,-85.15226,353.9,1/31/10 23:01,GA_ASOS
VPC,CARTERSVILLE AIRPORT,34.12315,-84.84871,233,3/22/00 12:01,GA_ASOS
CNI,Cherokee County,34.3106,-84.4239,372,10/12/11 16:55,GA_ASOS
CWV,Claxton,32.19506,-81.86956,34,10/31/07 23:06,GA_ASOS
48A,Cochran,32.3994,-83.2759,100.19532,,GA_ASOS
CSG,COLUMBUS METRO ARPT,32.51611,-84.94222,121,12/31/47 23:00,GA_ASOS
CKF,Cordele,31.98883,-83.77392,93.437004,9/13/12 21:55,GA_ASOS
AJR,Cornelia,34.4998,-83.5567,434.79443,4/8/15 7:55,GA_ASOS
9A1,Covington,33.6325,-83.8496,242,9/1/10 7:40,GA_ASOS
CVC,Covington ,33.6323,-83.8474,238.558,12/12/13 13:35,GA_ASOS
PUJ,Dallas,33.91204,-84.94062,393,5/26/11 13:15,GA_ASOS
DNN,DALTON MUNI AIRPORT,34.72,-84.87,216,5/31/98 23:00,GA_ASOS
MGE,DOBBINS AFB/MARIETT,33.91533,-84.51633,326,12/31/47 23:00,GA_ASOS
17J,Donalsonville,31.007,-84.8776,47.24814,2/6/18 11:35,GA_ASOS
DQH,DOUGLAS_MUNI_ARPT,31.47667,-82.86056,78,12/1/03 11:00,GA_ASOS
DBN,Dublin,32.56442,-82.98528,94,6/30/05 23:00,GA_ASOS
EZM,Eastman,32.2164,-83.1287,93,10/23/11 17:15,GA_ASOS
EBA,Elberton,34.0954,-82.8175,180.63292,4/10/15 19:55,GA_ASOS
27A,ELBERTON,34.0952,-82.81586,184,5/31/03 23:00,GA_ASOS
49A,Ellijay,34.6301,-84.5271,444.8425,4/8/15 7:55,GA_ASOS
FZG,Fitzgerald,31.6839,-83.2709,104.145485,6/21/12 19:35,GA_ASOS
LSF,FORT BENNING,32.33733,-84.99133,71,12/31/47 23:00,GA_ASOS
LHW,FT STEWART/WRIGHT,31.8891,-81.56233,14,2/1/67 0:00,GA_ASOS
GVL,GAINSVILLE,34.27194,-83.83028,38,7/1/96 2:53,GA_ASOS
3J7,Greensboro,33.5977,-83.139,206,4/30/05 23:01,GA_ASOS
4A7,Hampton,33.3891,-84.3324,257.57394,5/14/15 8:15,GA_ASOS
HMP,Hampton,33.38991,-84.33103,256.7249,11/8/16 8:15,GA_ASOS
AZE,Hazlehurst,31.8847,-82.6474,79.09521,7/6/12 9:35,GA_ASOS
HOE,Homerville,31.05592,-82.77414,56.7,1/31/07 23:20,GA_ASOS
SVN,HUNTER (AAF),32.01002,-81.14599,13,12/31/47 23:00,GA_ASOS
19A,Jackson County Airport,34.1759,-83.5616,290,9/28/11 16:55,GA_ASOS
JZP,Jasper,34.4535,-84.4572,457.98755,4/8/15 7:55,GA_ASOS
JCA,Jefferson,34.1739,-83.5583,283.64853,4/29/16 15:35,GA_ASOS
JES,Jesup,31.55397,-81.8825,32.6,5/13/10 12:19,GA_ASOS
9A5,LaFayette,34.6885,-85.2903,236.01266,4/9/15 19:55,GA_ASOS
LGC,LA_GRANGE,33.00886,-85.07261,211,6/23/00 11:30,GA_ASOS
LZU,LAWRENCEVILLE,33.97808,-83.96238,323,9/12/00 6:02,GA_ASOS
2J3,Louisville,32.9865,-82.3857,97.598885,2/6/18 11:30,GA_ASOS
MCN,MACON/LEWIS WILSON,32.69285,-83.64921,110,12/31/57 18:00,GA_ASOS
RYY,MARIETTA,34.01306,-84.59861,317,9/12/00 5:50,GA_ASOS
MHP,Metter,32.3739,-82.081,58.887756,,GA_ASOS
MLJ,Milledgeville,33.15417,-83.24069,117,4/30/05 23:02,GA_ASOS
2J5,Millen,32.8935,-81.9654,67.51578,,GA_ASOS
D73,Monroe,33.7825,-83.6928,256.9343,2/6/18 11:35,GA_ASOS
VAD,MOODY AFB/VALDOSTA,30.96783,-83.193,71,7/1/51 0:00,GA_ASOS
MGR,MOULTRIE,31.08492,-83.80325,90,10/1/51 5:00,GA_ASOS
MUL,MOULTRIE/SPENCE ,31.13769,-83.70406,89,1/31/04 23:59,GA_ASOS
CCO,NEWNAN COWETA COUNTY AIRPORT,33.31,-84.77,296,5/31/98 23:00,GA_ASOS
FFC,PEACHTREE CITY,33.35528,-84.56694,264,1/31/96 23:00,GA_ASOS
PXE,Perry,32.5106,-83.7673,125.39239,7/9/14 14:55,GA_ASOS
PIM,Pine Mountain,32.8407,-84.8824,272.0958,5/22/16 0:55,GA_ASOS
RMG,ROME/RUSSELL(RAMOS),34.34778,-85.16111,196,12/31/47 23:00,GA_ASOS
OKZ,Sandersville ,32.9667,-82.8382,128.72356,7/15/14 9:15,GA_ASOS
SAV,SAVANNAH MUNICIPAL,32.12758,-81.20214,15,12/31/47 23:00,GA_ASOS
6A2,Spalding,33.227,-84.2749,292,11/19/11 8:15,GA_ASOS
TBR,STATESBORO/BULLOCH CO,32.48274,-81.73694,57,6/30/01 23:02,GA_ASOS
SBO,Swainsboro,32.60914,-82.36994,327,7/6/11 7:55,GA_ASOS
JYL,SYLVANIA,32.64528,-81.59711,57,1/31/04 23:00,GA_ASOS
OPN,THOMASTON,32.95395,-84.25937,243,10/4/00 7:43,GA_ASOS
TVI,Thomasville,30.90179,-83.88113,80,6/12/10 11:00,GA_ASOS
HQU,THOMSON,33.52972,-82.51639,152,6/30/03 23:00,GA_ASOS
TMA,Tifton,31.42898,-83.48855,108.2,1/31/04 23:59,GA_ASOS
TOC,Toccoa,34.5928,-83.2964,295.5283,6/8/12 7:15,GA_ASOS
VLD,VALDOSTA REGIONAL,30.7825,-83.27667,62,12/31/47 23:00,GA_ASOS
VDI,VIDALIA MUNI AIRPORT,32.19,-82.37,84,1/31/99 23:10,GA_ASOS
WRB,WARNER ROBINS AFB,32.64014,-83.59185,90,12/31/47 23:00,GA_ASOS
IIY,Washington,33.77942,-82.81583,191.41869,1/31/02 23:19,GA_ASOS
AYS,WAYCROSS/WARE CO.,31.24908,-82.39549,46,10/31/83 23:00,GA_ASOS
WDR,WINDER,33.98286,-83.66742,287,10/20/00 14:17,GA_ASOS
AAF,APALACHICOLA MUNI (ASOS),29.72761,-85.02744,6,1/1/48 6:00,FL_ASOS
AGR,Avon Park,27.64785,-81.34156,21.803146,,FL_ASOS
BOW,Bartow,27.94336,-81.78342,38.1,2/1/55 4:00,FL_ASOS
BCT,BOCA RATON AIRPORT,26.38,-80.11,4,11/15/00 15:53,FL_ASOS
BKV,BROOKSVILLE (ASOS),28.4736,-82.45542,20,7/1/96 2:54,FL_ASOS
FIN,Bunnell,29.4657,-81.2087,5.5299377,12/2/14 9:50,FL_ASOS
XMR,Cape Canaveral,28.4677,-80.5668,3,7/31/50 23:00,FL_ASOS
VSH,Chipley,30.77991,-85.59799,23.621132,8/4/12 21:55,FL_ASOS
NFJ,Choctaw,30.5069,-86.9597,30.99748,5/25/12 4:00,FL_ASOS
CLW,Clearwater Air Park,27.9742,-82.7563,23.233936,8/20/14 13:15,FL_ASOS
2IS,Clewiston,26.73517,-81.05105,9.0376425,,FL_ASOS
CEW,CRESTVIEW/BOB SIKES,30.78,-86.52,65,1/1/48 0:00,FL_ASOS
CTY,CROSS CITY (AMOS),29.63553,-83.10475,13,12/31/48 23:00,FL_ASOS
CGC,Crystal River,28.86728,-82.57131,2.7,8/31/09 23:35,FL_ASOS
DAB,DAYTONA BEACH RGNL,29.17992,-81.05806,11,1/1/48 5:00,FL_ASOS
54J,DeFuniak,30.7311,-86.1538,85.669975,6/28/13 0:55,FL_ASOS
DED,DeLand,29.06703,-81.28375,21.266401,2/9/12 22:15,FL_ASOS
DTS,Destin - Fort Walton Beach,30.3934,-86.4674,7.3086386,12/1/96 0:53,FL_ASOS
EGI,DUKE FLD/EGLIN  ,30.65034,-86.52289,59,9/8/49 7:00,FL_ASOS
VPS,EGLIN AFB/VALPARAIS,30.48325,-86.5254,26,1/1/47 0:00,FL_ASOS
EGC,EVERGLADES CITY,25.85,-81.38333,2,,FL_ASOS
FHB,Fernandina Beach,30.61183,-81.46119,5,5/4/11 7:35,FL_ASOS
FXE,FORT LAUDERDALE,26.2,-80.17,4,10/1/84 6:00,FL_ASOS
FMY,FORT MYERS/PAGE FLD,26.58495,-81.86145,5,1/1/48 5:00,FL_ASOS
FLL,FT LAUDERDALE/HOLLY,26.07,-80.15,7,12/31/72 23:00,FL_ASOS
RSW,FT MYERS/SW FLORIDA,26.53806,-81.75673,9,7/31/83 23:00,FL_ASOS
FPR,FT PIERCE/ST LUCIE,27.49806,-80.37667,7,4/1/88 7:00,FL_ASOS
GNV,GAINESVILLE RGNL,29.6917,-82.27602,46,12/31/72 23:00,FL_ASOS
HWO,HOLLYWOOD/N. PERRY,25.99955,-80.24119,3,4/30/99 23:53,FL_ASOS
