stid,station_name,lat,lon,elev,begints,iem_network
CAO,CLAYTON MUNI(AMOS),36.4486,-103.1539,1515,7/1/48 8:00,NM_ASOS
CQC,CLINES CORNERS,35.00278,-105.66278,2160,3/1/85 6:00,NM_ASOS
CVN,CLOVIS MUNI  (AWOS),34.42514,-103.07928,1284,7/1/87 12:00,NM_ASOS
4CR,CORONA/LINCOLN,34.1,-105.68,1981,1/1/73 10:00,NM_ASOS
DMN,DEMING MUNICIPAL,32.26231,-107.72064,1313,1/1/73 1:00,NM_ASOS
5T6,DONA ANA COUNTY AT SANTA TERESA,31.88099,-106.70481,1253,4/1/01 1:50,NM_ASOS
FMN,FARMINGTON REGIONAL,36.74361,-108.22917,1677,1/1/49 7:00,NM_ASOS
GUP,GALLUP MUNI/CLARKE,35.51106,-108.78931,1972,1/1/73 11:00,NM_ASOS
GNT,GRANTS-MILAN MUNI,35.16728,-107.90206,1987,1/1/48 1:00,NM_ASOS
HBB,Hobbs,32.7667,-103.2167,1130,8/25/11 8:00,NM_ASOS
HOB,HOBBS/LEA CO.,32.68753,-103.21703,1115,5/1/48 2:00,NM_ASOS
HMN,HOLLOMAN AFB,32.85186,-106.10854,1248,1/1/48 1:00,NM_ASOS
LRU,LAS CRUCES INTL,32.28942,-106.92197,1358,1/1/48 1:00,NM_ASOS
LVS,LAS VEGAS MUNICIPAL,35.65422,-105.14239,2095,1/1/48 1:00,NM_ASOS
LSB,Lordsburg,32.33346,-108.69174,1302.6345,2/16/12 8:15,NM_ASOS
LAM,LOS ALAMOS,35.8798,-106.26942,2179,8/1/81 11:00,NM_ASOS
M63,McGregor Range Base Camp,32.07,-106.15,1250.2603,12/17/11 14:55,NM_ASOS
4MR,Melrose Gunary Ran,34.3,-103.8,1326,1/11/11 10:55,NM_ASOS
0.00E+00,Moriarty,34.98561,-106.00947,1889,10/28/10 10:10,NM_ASOS
4MY,MORIARTY,34.98333,-106.05,1890,11/1/10 1:10,NM_ASOS
RTN,RATON/CREWS FLD,36.74153,-104.50218,1935,7/1/48 2:00,NM_ASOS
ROW,ROSWELL/INDUSTRIAL,33.3,-104.53,1118,1/1/48 1:00,NM_ASOS
SRR,RUIDOSO REGIONAL,33.46285,-105.53475,2076,5/1/88 8:00,NM_ASOS
SAF,SANTA FE CO. MUNI,35.61711,-106.08942,1934,1/1/48 1:00,NM_ASOS
SXU,Santa Rosa,34.9357,-104.6426,1453.134,3/14/17 11:35,NM_ASOS
DNA,Santa Teresa,31.88044,-106.70325,1249.1587,7/18/17 11:15,NM_ASOS
SVC,SILVER CITY/GRANT,32.63655,-108.15639,1659,6/1/60 8:00,NM_ASOS
ONM,Socorro,34.02247,-106.90314,1485.9,1/1/73 8:00,NM_ASOS
SKX,TAOS MUNI APT(AWOS),36.45817,-105.67242,2161,4/1/88 11:00,NM_ASOS
4SL,TORREON,35.8,-107.18333,2106,1/1/73 8:00,NM_ASOS
TCS,TRUTH OR CONSEQUENC,33.23667,-107.26806,1481,6/1/50 2:00,NM_ASOS
TCC,TUCUMCARI MUNICIPAL,35.18278,-103.60319,1239,1/1/48 1:00,NM_ASOS
12N,ANDOVER/AEROFLEX-ANDOVER AIRPORT,41.00889,-74.73667,178,8/31/98 23:54,NJ_ASOS
ACY,ATLANTIC CITY INTL,39.45758,-74.57717,20,12/31/47 23:00,NJ_ASOS
BLM,BELMAR-FARMDALE,40.18,-74.13,48,12/31/54 23:00,NJ_ASOS
CDW,CALDWELL/ESSEX CO.,40.87639,-74.28306,53,9/1/81 9:00,NJ_ASOS
NEL,LAKEHURST NAS,40.03338,-74.35361,31,12/31/47 23:00,NJ_ASOS
LDJ,Linden,40.61745,-74.24459,7,3/31/08 23:24,NJ_ASOS
WRI,MCGUIRE AFB,40.01558,-74.59171,41,8/31/48 23:00,NJ_ASOS
MIV,MILLVILLE MUNICIPAL,39.36611,-75.07833,25,1/1/49 0:00,NJ_ASOS
MMU,MORRISTOWN MUNI,40.79935,-74.41487,57,8/1/81 10:00,NJ_ASOS
EWR,NEWARK INTL AIRPORT,40.68272,-74.16932,9,1/1/48 5:00,NJ_ASOS
SMQ,SOMERVILLE (WAS SJB  N52),40.62389,-74.66944,32,6/30/99 23:53,NJ_ASOS
VAY,SOUTH JERSEY REGIONAL AIRPORT,39.94289,-74.84572,16,11/30/97 23:29,NJ_ASOS
FWN,SUSSEX_AIRPORT,41.20021,-74.62305,128,10/25/00 13:01,NJ_ASOS
TEB,TETERBORO AIRPORT,40.85899,-74.05616,3,12/31/47 23:00,NJ_ASOS
MJX,Toms River,39.9275,-74.29238,25,9/30/07 23:15,NJ_ASOS
TTN,TRENTON/MERCER CO.,40.27682,-74.81588,65,12/31/72 23:00,NJ_ASOS
WWD,WILDWOOD(AWOS),39.00851,-74.90827,7,7/1/92 7:00,NJ_ASOS
OBI,Woodbine,39.21915,-74.79477,10.516552,,NJ_ASOS
BML,BERLIN MUNICIPAL,44.57611,-71.17861,353,1/1/73 18:00,NH_ASOS
CON,CONCORD MUNICIPAL,43.19528,-71.50111,105,1/1/48 5:00,NH_ASOS
AFN,JAFFREY MUNICIPAL,42.80513,-72.00302,317,7/1/96 2:52,NH_ASOS
EEN,KEENE/DILLANT(AWOS),42.9,-72.27,149,2/1/73 13:00,NH_ASOS
LCI,LACONIA MUNI (AWOS),43.57,-71.42,166,1/1/73 7:00,NH_ASOS
LEB,LEBANON MUNICIPAL,43.62611,-72.30419,182,12/31/48 23:00,NH_ASOS
MHT,MANCHESTER AIRPARK,42.93281,-71.43575,71,12/31/47 23:00,NH_ASOS
MWN,Mount Washington,44.2708,-71.3035,1910,1/1/73 0:00,NH_ASOS
ASH,NASHUA/BOIRE FIELD,42.78175,-71.51478,61,5/1/83 19:00,NH_ASOS
PSM,PEASE AFB/PORTSMOUT,43.07794,-70.82328,31,1/1/48 10:00,NH_ASOS
1P1,Plymouth,43.77924,-71.75369,153.9,10/31/05 23:20,NH_ASOS
DAW,ROCHESTER (WAS 6B1),43.28,-70.92,104,1/19/00 12:10,NH_ASOS
HIE,WHITEFIELD (ASOS),44.36762,-71.54447,319,7/1/96 2:52,NH_ASOS
TMT,Austin,39.4643,-117.1971,1749.3367,1/14/19 14:35,NV_ASOS
U31,AUSTIN,39.5,-117.08333,2014,1/1/73 6:00,NV_ASOS
BAM,Battle Mountain,40.599,-116.8743,1382.3567,3/4/17 11:35,NV_ASOS
B23,BATTLE MOUNTAIN,40.6,-116.86667,1381,11/1/48 2:00,NV_ASOS
BVU,Boulder City,35.94748,-114.8611,671,6/28/10 7:55,NV_ASOS
P38,CALIENTE (AMOS),37.61222,-114.52639,1335,3/1/78 6:00,NV_ASOS
CXP,Carson City,39.1923,-119.7326,1431,7/19/10 12:55,NV_ASOS
EKO,ELKO,40.8242,-115.78601,1367,1/1/48 8:00,NV_ASOS
ELY,ELY/YELLAND FLD,39.295,-114.84528,1909,2/1/53 3:00,NV_ASOS
05U,Eureka,39.6042,-116.0051,1811.2307,2/9/12 10:15,NV_ASOS
P68,EUREKA (RAMOS),39.60139,-116.00556,1993,10/1/83 2:00,NV_ASOS
NFL,FALLON NAS,39.41658,-118.70098,1199,3/1/45 7:00,NV_ASOS
HTH,Hawthorne ,38.5448,-118.6315,1282.8909,3/9/17 11:35,NV_ASOS
HND,HENDERSON_AIRPORT,35.97286,-115.13444,749,7/1/02 7:45,NV_ASOS
INS,INDIAN SPRINGS  ,36.58718,-115.67335,955,4/19/05 12:56,NV_ASOS
LAS,LAS VEGAS/MCCARRAN,36.08006,-115.15225,664,12/18/48 19:00,NV_ASOS
LOL,Lovelock / Derby Field,40.06843,-118.57008,1192.4348,11/1/48 8:00,NV_ASOS
DRA,MERCURY/DESERT ROCK,36.6206,-116.0278,1009,6/1/78 2:00,NV_ASOS
MEV,Miden - Tahoe,38.9963,-119.75,1441.416,5/24/14 8:55,NV_ASOS
LSV,NELLIS AFB,36.2362,-115.03425,570,4/1/42 2:00,NV_ASOS
VGT,NORTH LAS VEGAS,36.21069,-115.19444,671,1/1/98 7:47,NV_ASOS
RTS,Reno,39.6682,-119.8764,1539,9/22/11 11:35,NV_ASOS
RNO,RENO/CANNON INTL,39.48389,-119.77111,1341,2/1/43 2:00,NV_ASOS
TPH,TONOPAH AIRPORT,38.05052,-117.09043,1654,10/1/42 3:00,NV_ASOS
BJN,TONOPAH RANGE74 ,37.61421,-116.26416,1756,7/1/05 2:56,NV_ASOS
9BB,WELLS,41.11667,-114.96667,1723,7/1/96 11:30,NV_ASOS
AWH,WILDHORSE RES/ELKO,41.666,-115.784,1902,7/1/87 8:00,NV_ASOS
WMC,WINNEMUCCA MUNI,40.90194,-117.80722,1315,10/1/49 6:00,NV_ASOS
ANW,AINSWORTH MUNICI,42.57923,-99.99297,787.1129,2/1/48 7:00,NE_ASOS
BVN,Albion,41.72858,-98.05576,545.3605,8/31/04 0:11,NE_ASOS
AIA,ALLIANCE,42.05722,-102.8,1195.584,12/31/72 18:00,NE_ASOS
AUH,AURORA,40.89414,-97.99456,546.414,10/31/96 0:10,NE_ASOS
BIE,BEATRICE MUNICIP,40.30128,-96.75411,398.8704,12/31/72 18:00,NE_ASOS
BTA,Blair,41.41481,-96.10897,396.51245,1/31/08 18:10,NE_ASOS
BBW,BROKEN BOW MUNI,41.43655,-99.63853,769.2679,1/1/73 7:00,NE_ASOS
CDR,CHADRON,42.83756,-103.09539,999.0307,1/1/73 1:00,NE_ASOS
OLU,COLUMBUS MUNI,41.448,-97.34264,438.3929,12/31/72 18:00,NE_ASOS
CZD,COZAD,40.86959,-100.00425,760.59845,10/1/96 0:10,NE_ASOS
FNB,FALLS CITY/BRENN,40.07879,-95.59199,303.68607,9/30/81 7:00,NE_ASOS
FET,FREMONT MUNI ARP,41.45,-96.52,362.0027,11/30/95 0:00,NE_ASOS
GRN,Gordon,42.806,-102.1753,1079,5/9/17 10:35,NE_ASOS
GRI,GRAND ISLAND,40.96754,-98.30964,563.4602,1/1/48 0:00,NE_ASOS
HSI,HASTINGS,40.60525,-98.42789,591.8408,12/31/72 18:00,NE_ASOS
HJH,Hebron,40.15225,-97.58697,444.53418,2/29/04 0:11,NE_ASOS
HDE,HOLDREGE/BREWSTR,40.45209,-99.33648,706.7284,1/1/73 0:00,NE_ASOS
IML,IMPERIAL MUNICIP,40.51033,-101.62015,995,12/29/80 10:00,NE_ASOS
EAR,KEARNEY MUNI,40.72703,-99.00678,649.639,1/1/73 8:00,NE_ASOS
IBM,Kimball,41.18806,-103.67739,1497.1047,3/31/03 0:10,NE_ASOS
LXN,LEXINGTON,40.79042,-99.77591,730.4185,9/30/96 19:10,NE_ASOS
LNK,LINCOLN,40.84782,-96.76474,352.34076,1/1/48 6:00,NE_ASOS
MCK,MCCOOK,40.20628,-100.59208,781.9591,12/31/72 18:00,NE_ASOS
MLE,MILLARD,41.196,-96.112,322.07217,5/31/03 0:10,NE_ASOS
AFK,NEBRASKA CITY,40.60689,-95.86569,351.55832,6/30/03 0:10,NE_ASOS
OFK,NORFOLK,41.98546,-97.43511,467.5179,1/1/48 6:00,NE_ASOS
LBF,North Platte,41.12191,-100.66896,843.90845,1/1/48 12:00,NE_ASOS
OFF,OFFUTT AFB/BELLE,41.11833,-95.91251,298.65878,1/12/48 0:00,NE_ASOS
OGA,OGALLALA,41.11947,-101.76969,992.2767,10/31/96 18:11,NE_ASOS
OMA,OMAHA/EPPLEY,41.31028,-95.89917,295.66733,12/31/47 18:00,NE_ASOS
ONL,O NEILL,42.46972,-98.68806,616.82635,9/1/53 0:00,NE_ASOS
ODX,ORD/SHARP FIELD,41.62361,-98.95167,628.4149,8/31/81 19:00,NE_ASOS
PMV,Plattsmouth,40.95025,-95.91789,365.22882,11/30/06 18:10,NE_ASOS
BFF,SCOTTSBLUFF,41.87403,-103.59564,1203.4902,1/1/48 7:00,NE_ASOS
SNY,SIDNEY,41.10139,-102.98472,1303.8397,1/1/73 0:00,NE_ASOS
TQE,TEKAMAH,41.76353,-96.17794,308.65692,11/30/95 0:00,NE_ASOS
TIF,Thedford,41.96217,-100.56901,887.2954,6/30/04 0:10,NE_ASOS
VTN,VALENTINE,42.85669,-100.54894,789.2385,1/31/48 20:00,NE_ASOS
AHQ,Wahoo,41.24061,-96.59456,370.21875,5/20/11 7:15,NE_ASOS
LCG,Wayne,42.24189,-96.98142,432.5637,7/31/05 0:30,NE_ASOS
JYR,York,40.89675,-97.62278,504.6396,1/31/02 0:10,NE_ASOS
BHK,BAKER,46.34764,-104.25945,906,3/1/98 1:20,MT_ASOS
6S0,Big Timber,45.8063,-109.9736,1363.9315,11/6/18 8:15,MT_ASOS
BIL,BILLINGS/LOGAN INTL,45.8069,-108.5422,1088,1/1/48 7:00,MT_ASOS
BZN,BOZEMAN/GALLATIN,45.78806,-111.16083,1364,1/1/48 1:00,MT_ASOS
BTM,BUTTE/BERT MOONEY,45.95481,-112.49747,1690,1/1/48 1:00,MT_ASOS
S71,Chinook Edgar G Obie,48.5921,-109.2506,736,1/31/11 14:58,MT_ASOS
M46,Colstrip,45.8528,-106.7093,1044,1/31/11 14:59,MT_ASOS
CTB,CUT BANK (AWOS),48.60835,-112.37615,1175,1/1/48 7:00,MT_ASOS
DLN,DILLON AIRPORT,45.25536,-112.55251,1597,1/1/48 1:00,MT_ASOS
3DU,DRUMMOND,46.66667,-113.15,1202,1/1/48 1:00,MT_ASOS
EKS,Ennis,45.2718,-111.6486,1630.2418,7/28/15 11:55,MT_ASOS
88M,Eureka,48.9738,-115.0764,813,1/31/11 14:56,MT_ASOS
1S3,Forsyth Tillitt Field,46.2712,-106.6239,831,1/31/11 15:19,MT_ASOS
79S,Fort Benton,47.8451,-110.6365,874,1/31/11 15:01,MT_ASOS
GGW,GLASGOW INTL ARPT,48.2138,-106.6214,700,1/1/48 3:00,MT_ASOS
GDV,GLENDIVE(AWOS),47.13872,-104.8072,749,1/1/73 12:00,MT_ASOS
1GM,Golf,47.33,-112.1,1320.7723,12/1/18 8:58,MT_ASOS
MVH,Grassrange,46.83807,-108.93683,1338.9896,11/6/14 9:55,MT_ASOS
GTF,GREAT FALLS INTL,47.4733,-111.3822,1115,1/1/48 1:00,MT_ASOS
6S5,Hamilton,46.2515,-114.1255,1110,1/31/11 14:57,MT_ASOS
HMM,HAMILTON/RAVALLI CO,46.25,-114.15,1110,9/1/90 9:00,MT_ASOS
HVR,HAVRE (AMOS),48.5428,-109.7633,792,2/1/61 7:00,MT_ASOS
HLN,HELENA REGIONAL,46.6056,-111.9636,1188,1/1/48 7:00,MT_ASOS
JDN,JORDAN (RAMOS),47.32583,-106.9475,811,10/1/83 1:00,MT_ASOS
GPI,KALISPELL       ,48.3042,-114.2636,908,11/1/05 1:55,MT_ASOS
1KM,Kilo,46.45,-109.8,1319.7548,11/6/18 8:58,MT_ASOS
LWT,LEWISTOWN MUNICIPAL,47.04925,-109.46669,1270,1/1/48 1:00,MT_ASOS
S59,Libby,48.2838,-115.4902,792,1/31/11 14:59,MT_ASOS
1LM,Lima,46.7,-109.7333,1402.601,11/6/18 8:58,MT_ASOS
LVM,LIVINGSTON/MISSION,45.7,-110.45,1419,1/1/48 1:00,MT_ASOS
GFA,MALMSTROM AFB,47.50467,-111.18733,1075,1/1/48 1:00,MT_ASOS
M75,Malta ,48.3689,-107.9179,683.2729,3/3/17 11:35,MT_ASOS
MLS,MILES CITY,46.42797,-105.88625,801,1/1/48 14:00,MT_ASOS
MSO,MISSOULA/BELL FIELD,46.9208,-114.0925,972,1/1/48 7:00,MT_ASOS
PO1,Poplar,48.1344,-105.1621,617,1/31/11 14:59,MT_ASOS
RPX,Roundup ,46.475,-108.5434,1049.5825,1/1/48 7:00,MT_ASOS
SDY,SIDNEY-RICHLAND,47.70686,-104.19256,605,3/1/73 10:00,MT_ASOS
8S0,STARR-BROWNING AIRSTRIP AIRPORT,48.60136,-113.11481,1419,1/6/00 14:03,MT_ASOS
WYS,West Yellowstone,44.68839,-111.11764,2026.6,6/1/73 11:00,MT_ASOS
WEY,WEST YELLOWSTONE,44.65,-111.1,2031,1/1/73 6:00,MT_ASOS
OLF,WOLF POINT INTL,48.09452,-105.57505,605,8/1/73 12:00,MT_ASOS
VER,Booneville,38.9467,-92.6827,218,12/6/10 14:35,MO_ASOS
BBG,Branson,36.53208,-93.20054,397,2/10/09 23:55,MO_ASOS
FWB,Branson West Muni,36.6985,-93.4022,393.81003,8/23/13 20:15,MO_ASOS
H21,Camdenton,37.97397,-92.69119,323,7/2/11 0:15,MO_ASOS
OZS,Camdenton ,37.974,-92.6912,324.93677,3/6/15 8:35,MO_ASOS
EZZ,Cameron,39.7276,-94.2764,310.52643,8/16/18 9:55,MO_ASOS
CGI,CAPE GIRARDEAU,37.22532,-89.57075,102,5/31/97 19:53,MO_ASOS
94K,Cassville,36.6974,-93.9005,453.24512,,MO_ASOS
CDJ,CHILLICOTHE,39.82333,-93.57917,234,5/20/98 19:56,MO_ASOS
GLY,Clinton,38.35657,-93.68418,250.5,5/31/09 19:15,MO_ASOS
COU,COLUMBIA,38.8169,-92.2183,271,6/30/96 20:54,MO_ASOS
FAM,FARMINGTON,37.76103,-90.42861,288,1/1/00 9:35,MO_ASOS
TBN,FORT LEONARD WOO,37.74163,-92.14074,353,12/31/69 18:00,MO_ASOS
GVW,GRANDVIEW,38.84389,-94.56028,337,1/1/00 9:53,MO_ASOS
HAE,Hannibal,39.72517,-91.44386,235.19081,11/16/12 11:15,MO_ASOS
LRY,Harrisonville,38.611,-94.3421,271.57797,12/17/16 12:35,MO_ASOS
JEF,JEFFERSON CITY,38.59118,-92.15614,168,11/30/73 18:00,MO_ASOS
JLN,Joplin,37.1522,-94.4952,293.32205,12/31/72 18:00,MO_ASOS
AIZ,KAISER MEM,38.09604,-92.54949,265,1/1/00 9:15,MO_ASOS
MKC,KANSAS CITY/DNTN,39.123,-94.593,227,12/31/69 18:00,MO_ASOS
MCI,KANSAS CITY/INTL,39.29761,-94.71391,320,10/1/72 7:00,MO_ASOS
TKX,Kennett,36.22586,-90.03664,78.21002,12/10/15 20:35,MO_ASOS
IRK,KIRKSVILLE,40.09722,-92.54333,293,1/1/48 0:00,MO_ASOS
LBO,Lebanon,37.6483,-92.6524,401.23248,7/1/17 20:35,MO_ASOS
LXT,Lee s Summit,38.95969,-94.37136,306,4/30/02 7:53,MO_ASOS
MAW,Malden,36.6005,-89.9922,88.33055,5/18/16 9:35,MO_ASOS
MHL,Marshall,39.0955,-93.2028,238.50627,11/21/14 9:55,MO_ASOS
EVU,Maryville,40.3525,-94.915,346.99048,1/8/17 21:15,MO_ASOS
MYJ,Mexico,39.1575,-91.8183,248.04445,4/10/16 16:15,MO_ASOS
MBY,Moberly,39.464,-92.4244,263.82602,9/25/17 6:15,MO_ASOS
HFJ,Monett,36.90622,-94.01276,400.5,2/28/09 18:15,MO_ASOS
GPH,Mosby,39.3325,-94.30964,232.74814,8/18/12 11:55,MO_ASOS
PCD,Perryville,37.8667,-89.8651,110.893,7/13/17 11:35,MO_ASOS
K02,Perryville ,37.8687,-89.8621,113.6775,10/20/16 15:15,MO_ASOS
POF,POPULAR BLUFF,36.77394,-90.32486,99,10/31/77 0:00,MO_ASOS
DMO,SEDALIA,38.70741,-93.17591,274,6/30/96 20:54,MO_ASOS
SIK,Sikeston,36.9027,-89.5577,92.40192,9/21/15 4:35,MO_ASOS
SGF,SPRINGFIELD,37.2397,-93.3897,390,12/31/69 18:00,MO_ASOS
SET,ST. CHARLES,38.93,-90.43,134,10/31/98 18:54,MO_ASOS
STJ,ST. JOSEPH,39.77194,-94.90971,247,1/1/48 6:00,MO_ASOS
STL,ST. LOUIS,38.75245,-90.3734,171,1/1/45 7:00,MO_ASOS
SUS,ST. LOUIS/SPIRIT,38.65722,-90.65583,141,1/1/73 6:00,MO_ASOS
VIH,VICHY/ROLLA,38.13,-91.77,333,12/31/72 18:00,MO_ASOS
RCM,Warrensburg,38.78417,-93.80286,243,7/31/07 19:16,MO_ASOS
RAW,Warsaw,38.3469,-93.3454,285.56042,9/9/17 14:15,MO_ASOS
FYG,Washington,38.58758,-90.99381,146.34282,2/9/12 22:15,MO_ASOS
UNO,WEST PLAINS,36.87843,-91.90268,372,12/31/72 18:00,MO_ASOS
SZL,WHITEMAN AFB,38.73029,-93.54799,265,12/31/69 18:00,MO_ASOS
M40,Aberdeen,33.8738,-88.4897,67.64834,1/11/12 18:15,MS_ASOS
PMU,Batesville,34.3635,-89.8929,65.71205,10/21/15 12:15,MS_ASOS
HSA,BAY_ST._LOUIS,30.36781,-89.45461,7,10/26/00 14:36,MS_ASOS
01M,Belmond,34.4917,-88.2011,173.01176,11/7/13 18:35,MS_ASOS
1R7,Brookhaven,31.60585,-90.40932,149,4/3/11 20:35,MS_ASOS
CKM,Clarksdale,34.29972,-90.51231,52.7,4/1/05 0:00,MS_ASOS
RNV,Cleveland,33.7611,-90.7579,41.995564,3/19/13 13:15,MS_ASOS
0R0,Columbia,31.297,-89.8128,78.9417,2/5/14 9:35,MS_ASOS
CBM,COLUMBUS AFB,33.64383,-88.44383,67,10/31/58 18:00,MS_ASOS
CRX,Corinth,34.915,-88.6035,129,4/1/01 0:56,MS_ASOS
GTR,GOLDEN TRI(AWOS),33.45033,-88.59136,80,3/1/77 11:00,MS_ASOS
GLH,GREENVILLE MUNI,33.48288,-90.98561,40,4/13/53 6:00,MS_ASOS
GWO,GREENWOOD/LEFLORE,33.49433,-90.08471,47,1/1/49 0:00,MS_ASOS
GNF,Grenada ,33.8325,-89.7982,58.33205,3/5/14 17:55,MS_ASOS
GPT,GULFPORT-BILOXI,30.40727,-89.0701,9,12/31/72 18:00,MS_ASOS
HBG,HATTIESBURG MUNI,31.26494,-89.25289,46,1/1/73 9:00,MS_ASOS
IDL,Indianola,33.4857,-90.6789,37,5/1/53 7:00,MS_ASOS
MYT,Innovator (GoM),28.2206,-89.615,0,2/1/10 0:15,MS_ASOS
HKS,JACKSON/HAWKINS FIELD,32.33478,-90.22253,104,7/1/48 1:00,MS_ASOS
JAN,JACKSON/THOMPSON,32.32,-90.08,101,9/1/42 1:00,MS_ASOS
BIX,KEESLER AFB/BILOXI,30.41043,-88.92443,10,6/1/42 0:00,MS_ASOS
LUL,Laurel,31.673,-89.1728,72.77247,5/18/15 21:55,MS_ASOS
MBO,Madison,32.4384,-90.1014,99.62559,4/30/15 20:15,MS_ASOS
MIS,Main Pass 140B,29.296,-88.842,32,1/5/11 10:35,MS_ASOS
MCB,MCCOMB/LEWIS FIELD,31.18,-90.47,126,12/1/48 0:00,MS_ASOS
MEI,MERIDIAN/KEY FIELD,32.33475,-88.75107,94,7/1/48 7:00,MS_ASOS
NMM,MERIDIAN NAS/MCCAIN,32.55208,-88.55556,97,8/1/61 9:00,MS_ASOS
IKT,Nakika,28.5208,-88.2889,25,10/25/12 18:35,MS_ASOS
HEZ,NATCHEZ/HARDY(AWOS),31.61366,-91.29734,83,1/2/73 13:00,MS_ASOS
OLV,Olive Branch,34.97875,-89.78686,122.5,10/3/00 14:00,MS_ASOS
UOX,Oxford,34.38433,-89.53681,137.8,2/1/73 10:00,MS_ASOS
PQL,PASCAGOULA,30.46361,-88.53194,5,9/30/68 6:00,MS_ASOS
PIB,PINE BELT RGNL AWOS,31.46714,-89.33706,91,1/1/79 19:00,MS_ASOS
JVW,Raymond,32.3045,-90.4105,75,10/3/11 4:55,MS_ASOS
M16,Raymond,32.30447,-90.41053,75.3,4/3/11 20:35,MS_ASOS
STF,Starkbville,33.43311,-88.84861,101.5,9/25/10 6:55,MS_ASOS
UTA,TUNICA MUNICIPAL AIRPORT,34.68111,-90.34667,59,4/1/05 0:00,MS_ASOS
TUP,TUPELO/C.D. LEMONS,34.26083,-88.77111,110,1/1/73 8:00,MS_ASOS
VKS,Vicksburg,32.23913,-90.92819,30.116438,5/9/13 8:00,MS_ASOS
DLP,West Delta,29.12139,-89.54722,0,5/3/10 3:55,MS_ASOS
5A6,Winona,33.465,-89.7302,106.49329,3/23/15 22:55,MS_ASOS
AIT,AITKIN NDB,46.54842,-93.6768,367,8/31/92 19:00,MN_ASOS
AEL,ALBERT LEA,43.68153,-93.36725,383,3/31/86 13:00,MN_ASOS
AXN,ALEXANDRIA,45.86631,-95.39467,433,12/31/72 18:00,MN_ASOS
AQP,APPLETON MUNICIP,45.22753,-96.00433,311,10/31/96 18:16,MN_ASOS
AUM,AUSTIN MUNI,43.66472,-92.93333,375,8/31/92 0:00,MN_ASOS
BDE,BAUDETTE,48.72844,-94.61222,329,11/30/83 8:00,MN_ASOS
BJI,BEMIDJI,47.50943,-94.93372,420,12/31/72 18:00,MN_ASOS
BBB,BENSON MUNI,45.33194,-95.65056,317,7/31/94 19:00,MN_ASOS
FOZ,BIGFORK,47.78283,-93.65019,411,11/30/97 18:18,MN_ASOS
BRD,BRAINERD,46.40472,-94.13083,372,1/1/73 6:00,MN_ASOS
CFE,Buffalo,45.15905,-93.8433,295,6/30/04 0:16,MN_ASOS
CBG,CAMBRIDGE MUNI,45.55749,-93.26418,287,8/31/92 19:00,MN_ASOS
CNB,Canby,44.7295,-96.26603,363,6/30/06 19:15,MN_ASOS
COQ,CLOQUET,46.70113,-92.50361,390,8/31/92 19:00,MN_ASOS
CQM,COOK MUNI AIRPOR,47.82194,-92.68944,404,10/31/96 18:18,MN_ASOS
CDD,CRANE LAKE,48.266,-92.483,350,1/31/91 18:00,MN_ASOS
CKN,CROOKSTON MUNI,47.84167,-96.62139,273,9/30/85 19:00,MN_ASOS
DTL,DETROIT LAKES,46.82517,-95.88558,426,12/1/83 8:00,MN_ASOS
TOB,DODGE CENTER,44.01803,-92.8315,398,10/31/98 0:17,MN_ASOS
DLH,DULUTH,46.84208,-92.19364,435,12/31/69 18:00,MN_ASOS
DYT,DULUTH (SKY HARB,46.72186,-92.04344,186,7/1/96 5:35,MN_ASOS
Y63,Elbow Lake,45.98607,-95.992,367,6/30/08 19:20,MN_ASOS
ELO,Ely,47.82873,-91.83707,434.0478,12/1/83 8:00,MN_ASOS
EVM,EVELETH MUNI,47.42511,-92.49808,421,8/31/92 19:00,MN_ASOS
FRM,FAIRMONT MUNI,43.64394,-94.41561,354,12/31/72 18:00,MN_ASOS
FBL,FARIBAULT MUNI,44.32469,-93.31083,322,10/31/86 10:00,MN_ASOS
FFM,FERGUS FALLS,46.28439,-96.15669,361,3/31/84 18:00,MN_ASOS
FGN,FLAG ISLAND,49.31833,-94.90278,328,7/1/96 2:56,MN_ASOS
FSE,FOSSTON,47.59282,-95.7735,389,8/31/92 19:00,MN_ASOS
GYL,GLENCOE,44.75604,-94.08121,302,10/31/98 0:10,MN_ASOS
GHW,GLENWOOD,45.64389,-95.32043,425,8/31/74 19:00,MN_ASOS
GNA,GRAND MARAIS,47.74534,-90.34566,185,7/31/98 19:56,MN_ASOS
CKC,GRAND MARAIS/COO,47.83833,-90.38294,548,10/31/96 18:15,MN_ASOS
GPZ,GRAND RAPIDS,47.21111,-93.50972,413,12/1/83 8:00,MN_ASOS
GDB,Granite Falls,44.75328,-95.55602,319,6/30/04 0:15,MN_ASOS
HCO,HALLOCK,48.75273,-96.943,250,8/31/92 0:00,MN_ASOS
HIB,HIBBING,47.38658,-92.83897,412,12/31/71 18:00,MN_ASOS
04W,Hinckley,46.02287,-92.89517,311,12/31/09 18:13,MN_ASOS
HCD,HUTCHINSON,44.85989,-94.3825,323,8/31/92 19:00,MN_ASOS
INL,INTERNTNL FALLS,48.5614,-93.3981,360,12/31/69 18:00,MN_ASOS
MJQ,JACKSON MUNI,43.65004,-94.98655,441,11/30/91 0:00,MN_ASOS
LJF,LITCHFIELD,45.09714,-94.50725,348,5/1/85 9:00,MN_ASOS
